2019,Atg Measurement & Disclosure,Fall,88,3.23909090909091,301,ACCY,"Sougiannis, Theodore","Introduction to measurement and reporting of organizational performance for strategic and operational purposes with a focus on a variety of financial and non-financial performance measures suitable for both internal and external decision-making. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent and recommend concurrent enrollment in ACCY 302 for Accountancy majors.",3 hours.
2019,Decision Making for Atg,Fall,35,3.42771428571429,302,ACCY,"Chen, Xiaoling","Decision making implications of information provided to organization managers and to external stakeholders such as investors, creditors, customers, and regulators. Concepts from economics, statistics, and psychology emphasize the use of quantitative techniques to comprehend uncertainty and risk. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent; BADM 210 or concurrent enrollment; and recommend concurrent enrollment in ACCY 301 for Accountancy majors.",3 hours.
2019,Decision Making for Atg,Fall,106,3.31481132075472,302,ACCY,"Samet, Jordan A","Decision making implications of information provided to organization managers and to external stakeholders such as investors, creditors, customers, and regulators. Concepts from economics, statistics, and psychology emphasize the use of quantitative techniques to comprehend uncertainty and risk. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent; BADM 210 or concurrent enrollment; and recommend concurrent enrollment in ACCY 301 for Accountancy majors.",3 hours.
2019,Decision Making for Atg,Fall,105,3.38761904761905,302,ACCY,"Curtis, Susan M","Decision making implications of information provided to organization managers and to external stakeholders such as investors, creditors, customers, and regulators. Concepts from economics, statistics, and psychology emphasize the use of quantitative techniques to comprehend uncertainty and risk. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent; BADM 210 or concurrent enrollment; and recommend concurrent enrollment in ACCY 301 for Accountancy majors.",3 hours.
2019,Atg Institutions and Reg,Fall,90,3.21877777777778,303,ACCY,"Zhu, Wei","Regulation theory and practice as applied to accounting information. A general framework for regulation of accounting procedures is developed. This framework is applied to reporting, taxation, and regulated business activities. Projects facilitate self-discovery of knowledge and the development of professional attitudes and skills with emphasis on professional research. Prerequisite: ACCY 301 and FIN 221.",3 hours.
2019,Atg Institutions and Reg,Fall,89,3.32955056179775,303,ACCY,"Godsell, David","Regulation theory and practice as applied to accounting information. A general framework for regulation of accounting procedures is developed. This framework is applied to reporting, taxation, and regulated business activities. Projects facilitate self-discovery of knowledge and the development of professional attitudes and skills with emphasis on professional research. Prerequisite: ACCY 301 and FIN 221.",3 hours.
2019,Atg Institutions and Reg,Fall,29,3.33379310344828,303,ACCY,"Mendoza, Scott A","Regulation theory and practice as applied to accounting information. A general framework for regulation of accounting procedures is developed. This framework is applied to reporting, taxation, and regulated business activities. Projects facilitate self-discovery of knowledge and the development of professional attitudes and skills with emphasis on professional research. Prerequisite: ACCY 301 and FIN 221.",3 hours.
2019,Accounting Control Systems,Fall,65,3.33369230769231,304,ACCY,"Wu, Martin G","Broad perspective on accounting and control that considers attainment of all goals of an organization, including those concerned with financial objectives. Topics include the conceptual foundations of control and application of practical, analytical tools to the evaluation of an organization's control environment. Cases, class discussion and field research projects emphasize independent thinking, group processes, and communication. Prerequisite: ACCY 301 and ACCY 302.",3 hours.
2019,Accounting Control Systems,Fall,32,3.4375,304,ACCY,"Kink, Dawn M","Broad perspective on accounting and control that considers attainment of all goals of an organization, including those concerned with financial objectives. Topics include the conceptual foundations of control and application of practical, analytical tools to the evaluation of an organization's control environment. Cases, class discussion and field research projects emphasize independent thinking, group processes, and communication. Prerequisite: ACCY 301 and ACCY 302.",3 hours.
2019,Accounting Control Systems,Fall,99,3.32979797979798,304,ACCY,"Hayne, Christie","Broad perspective on accounting and control that considers attainment of all goals of an organization, including those concerned with financial objectives. Topics include the conceptual foundations of control and application of practical, analytical tools to the evaluation of an organization's control environment. Cases, class discussion and field research projects emphasize independent thinking, group processes, and communication. Prerequisite: ACCY 301 and ACCY 302.",3 hours.
2019,Principles of Taxation,Fall,86,3.38011627906977,312,ACCY,"Penn, Michael W","Introduction to the United States federal income tax system with an emphasis on income tax determination and the taxation of property transactions. Topics include the tax environment, tax provisions relevant to businesses, employees and business owners. Projects facilitate self-discovery of knowledge and envelopment of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent.",3 hours.
2019,Principles of Taxation,Fall,59,3.33949152542373,312,ACCY,"Vuong, Anh","Introduction to the United States federal income tax system with an emphasis on income tax determination and the taxation of property transactions. Topics include the tax environment, tax provisions relevant to businesses, employees and business owners. Projects facilitate self-discovery of knowledge and envelopment of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent.",3 hours.
2019,Principles of Taxation,Fall,28,3.22571428571429,312,ACCY,"Holder, Charles B","Introduction to the United States federal income tax system with an emphasis on income tax determination and the taxation of property transactions. Topics include the tax environment, tax provisions relevant to businesses, employees and business owners. Projects facilitate self-discovery of knowledge and envelopment of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent.",3 hours.
2019,Principles of Taxation,Fall,28,3.26214285714286,312,ACCY,"Alt, Amanda J","Introduction to the United States federal income tax system with an emphasis on income tax determination and the taxation of property transactions. Topics include the tax environment, tax provisions relevant to businesses, employees and business owners. Projects facilitate self-discovery of knowledge and envelopment of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent.",3 hours.
2019,Advanced Financial Reporting,Fall,61,3.43229508196721,410,ACCY,"Ibrahim, Adel Nematallah","Current authoritative accounting standards and applications to accounting practice. Topics do not represent the full range of financial reporting issues, but are selected based on relevance of the underlying business transaction, complexity of the topic, consistency of applicable standard with underlying reporting concepts, and transferability of the standard to other accounting issues.  3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: ACCY 303 or consent of department.",3 OR 4 hours.
2019,Advanced Financial Reporting,Fall,99,3.34030303030303,410,ACCY,"Persson, Martin E","Current authoritative accounting standards and applications to accounting practice. Topics do not represent the full range of financial reporting issues, but are selected based on relevance of the underlying business transaction, complexity of the topic, consistency of applicable standard with underlying reporting concepts, and transferability of the standard to other accounting issues.  3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: ACCY 303 or consent of department.",3 OR 4 hours.
2019,Auditing Stds and Practice,Fall,80,3.23675,415,ACCY,"Lullo, Michael J","Framework for understanding and evaluating the professional auditing standards for assurance services. Model of financial reporting provides an overview of the types of information disseminated by companies to external users, and provides the basis for identifying professional standards areas for future standards' development. 3 undergraduate hours. No graduate credit. Credit is not given for both ACCY 415 and ACCY 515. Prerequisite: ACCY 304 or consent of department.",3 hours.
2019,Auditing Stds and Practice,Fall,38,3.24578947368421,415,ACCY,"Kink, Dawn M","Framework for understanding and evaluating the professional auditing standards for assurance services. Model of financial reporting provides an overview of the types of information disseminated by companies to external users, and provides the basis for identifying professional standards areas for future standards' development. 3 undergraduate hours. No graduate credit. Credit is not given for both ACCY 415 and ACCY 515. Prerequisite: ACCY 304 or consent of department.",3 hours.
2019,Advanced Income Tax Problems,Fall,93,3.48311827956989,451,ACCY,"Hutchens, Matthew","Introduction to the U.S. federal income taxation of corporations, their shareholders and owners, as well as entities receiving flow-through treatment under U.S. federal tax law e.g., Subchapter S corporations, partnerships and limited liability companies). 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.",3 OR 4 hours.
2019,Advanced Income Tax Problems,Fall,25,3.36,451,ACCY,"Holder, Charles B","Introduction to the U.S. federal income taxation of corporations, their shareholders and owners, as well as entities receiving flow-through treatment under U.S. federal tax law e.g., Subchapter S corporations, partnerships and limited liability companies). 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.",3 OR 4 hours.
2019,Advanced Income Tax Problems,Fall,30,3.211,451,ACCY,"Sternburg, Thomas","Introduction to the U.S. federal income taxation of corporations, their shareholders and owners, as well as entities receiving flow-through treatment under U.S. federal tax law e.g., Subchapter S corporations, partnerships and limited liability companies). 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Senior standing and ACCY 312.",3 OR 4 hours.
2019,"Atg Measuremnt, Rpting & Cntrl",Fall,87,3.3564367816092,500,ACCY,"Augusto Sampaio, Gerlando","A managerial perspective of the nature and role of accounting in organizational measurement, reporting and control processes. 2 or 4 graduate hours. No professional credit. Prerequisite: Enrollment in a non-accountancy masters program in business or consent of department.",2 OR 4 hours.
2019,"Atg Measuremnt, Rpting & Cntrl",Fall,704,3.67048295454545,500,ACCY,"Urcan, Oktay","A managerial perspective of the nature and role of accounting in organizational measurement, reporting and control processes. 2 or 4 graduate hours. No professional credit. Prerequisite: Enrollment in a non-accountancy masters program in business or consent of department.",2 OR 4 hours.
2019,"Atg Measuremnt, Rpting & Cntrl",Fall,61,3.67770491803279,500,ACCY,"Zhang, Li","A managerial perspective of the nature and role of accounting in organizational measurement, reporting and control processes. 2 or 4 graduate hours. No professional credit. Prerequisite: Enrollment in a non-accountancy masters program in business or consent of department.",2 OR 4 hours.
2019,Accounting Analysis I A,Fall,226,3.45035398230088,501,ACCY,"Augusto Sampaio, Gerlando","Uses of accounting information; collection, processing, and communication of accounting information; measurement of assets, liabilities, equities, and income; and accounting system design. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.",2 OR 4 hours.
2019,Accounting Analysis I,Fall,26,3.57730769230769,501,ACCY,"Davis, Gregory L","Uses of accounting information; collection, processing, and communication of accounting information; measurement of assets, liabilities, equities, and income; and accounting system design. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate degree program or consent of department.",2 OR 4 hours.
2019,Accounting Analysis II,Fall,117,3.60735042735043,502,ACCY,"Schwartz, Rachel","In-depth study of accounting valuation processes, accounting income measurement, and special reporting problems of multiple-entity organizations. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: ACCY 501 or equivalent; enrollment in graduate degree program or consent of department.",2 OR 4 hours.
2019,Auditing A,Fall,305,3.41668852459016,504,ACCY,"Peecher, Mark E","Introduction to conceptual and applied material in the field of auditing. Emphasizes the audit process, reporting, and professional responsibilities. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Credit or concurrent registration in ACCY 502, or equivalent; enrollment in graduate degree program or consent of department.",2 OR 4 hours.
2019,Federal Taxation,Fall,105,3.42904761904762,505,ACCY,"Chatterton, Angel",Introduction to historical and conceptual as well as applied material in the accounting area of federal taxation, emphasizes the provisions of the tax law relevant to accounting measurement methods. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Credit is not given for both ACCY 505 and ACCY 312. Prerequisite: Enrollment in graduate degree program or consent of department.
2019,Federal Taxation,Fall,68,3.39323529411765,505,ACCY,"Alt, Amanda J",Introduction to historical and conceptual as well as applied material in the accounting area of federal taxation, emphasizes the provisions of the tax law relevant to accounting measurement methods. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Credit is not given for both ACCY 505 and ACCY 312. Prerequisite: Enrollment in graduate degree program or consent of department.
2019,Federal Taxation A,Fall,246,3.62215447154472,505,ACCY,"Hutchens, Matthew",Introduction to historical and conceptual as well as applied material in the accounting area of federal taxation, emphasizes the provisions of the tax law relevant to accounting measurement methods. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Credit is not given for both ACCY 505 and ACCY 312. Prerequisite: Enrollment in graduate degree program or consent of department.
2019,Advanced Financial Reporting,Fall,37,3.3427027027027,506,ACCY,"Kustanovich, Michael","Financial accounting principles related to entities other than the ""single"" corporate entity. These other organizational forms include the consolidated corporate entity and the partnership entity. Topics include consolidated financial statements, intra-entity asset transactions, segment and interim reporting, foreign currency transactions and hedging foreign exchange risk, translating foreign currency financial statements, formation and operation of partnerships, and the development of worldwide financial reporting standards. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Credit is not given for both ACCY 410 and ACCY 506. Prerequisite: ACCY 501, and credit or concurrent enrollment in ACCY 502.",2 OR 4 hours.
2019,Financial Reporting Standards,Fall,113,3.79327433628319,510,ACCY,"Steward, Cynthia G","Stakeholders' needs for reliable and relevant information about the performance of firms, as well as managers; economic self-interests, influence managers' selection of accounting policies and financial reporting methods. This course selectively surveys both academic research and professional standards to focus on the measurement, classification and disclosure of financial transactions. Cases, class discussion and research projects emphasize independent thinking, group processes, and communication. 4 graduate hours. No professional credit. Prerequisite: ACCY 410 and enrollment in the BS/MAS in Accountancy program or consent of department.",4 hours.
2019,Financial Reporting Standards,Fall,70,3.55171428571429,510,ACCY,"Hepp, John","Stakeholders' needs for reliable and relevant information about the performance of firms, as well as managers; economic self-interests, influence managers' selection of accounting policies and financial reporting methods. This course selectively surveys both academic research and professional standards to focus on the measurement, classification and disclosure of financial transactions. Cases, class discussion and research projects emphasize independent thinking, group processes, and communication. 4 graduate hours. No professional credit. Prerequisite: ACCY 410 and enrollment in the BS/MAS in Accountancy program or consent of department.",4 hours.
2019,Data Analytics for Mgmt Acctg,Fall,118,3.79135593220339,512,ACCY,"Du, Fei","Data analytics incorporated into management decision making, including planning, cost management, and management control system design. Focuses on developing your skills of gathering and analyzing data for internal decision making purposes. 4 graduate hours. No professional credit. Prerequisite: Enrollment in graduate accounting degree program or consent of department.",4 hours.
2019,Auditing & Assurance Standards,Fall,70,3.44814285714286,515,ACCY,"Zhou, Yuepin","Role of professional and ethical standards in the conduct of auditing and assurance services and the role of auditing and assurance services in corporate governance. This course selectively surveys both academic and professional literature to focus on the conduct of auditing and assurance services. Cases, class discussion and research projects emphasize the importance of independent thinking, group processes, and communication for professional accounting practice.  Prerequisite: ACCY 405 and enrollment in the BS/MS in Accountancy program or consent of department.",4 hours.
2019,Financial Statement Analysis,Fall,78,3.60346153846154,517,ACCY,"Hamm, Brian K",Examines tools and techniques of financial statement analysis from the perspective of investors and creditors, emphasizes theoretical and empirical properties of financial ratios. 4 graduate hours. No professional credit. Prerequisite: ACCY 410 or concurrent enrollment
2019,Financial Statement Fraud,Fall,42,3.96833333333333,518,ACCY,"Nekrasz, Frank","Introduction to fraud examination with an emphasis on financial statement fraud. The course provides a comprehensive introduction to fraud examination. The topics addressed in the course include the unique characteristics of fraud examinations and a comparison to financial statement audits, the characteristics that should be possessed by fraud examiners, an overview of the fraud examination process, the nature and extent of fraud, an introduction to the taxonomy of financial statement frauds, techniques for evidence collection including interview techniques, Benford's law, and the development of fraud reports. 4 graduate hours. No professional credit. Prerequisite: Enrollment in graduate accounting degree program or consent of the department. This class is restricted to MAS and MSA students: Accountancy-UIUC.",4 hours.
2019,Corporate Income Taxation,Fall,45,3.41488888888889,551,ACCY,"Sternburg, Thomas","Analyzes the tax treatment, problems, planning techniques, and underlying governmental policies involving corporations and their shareholders; coverage includes formations, operations, distributions, liquidations, reorganizations, and affiliations. 4 graduate hours. No professional credit. Prerequisite: ACCY 451, credit or concurrent enrollment in ACCY 556, or equivalent or consent of department.",4 hours.
2019,Tax Research,Fall,54,3.44444444444444,556,ACCY,"Holder, Daniel E","Provides the student with a working knowledge of tax research methodology utilized by accountants in public practice. Aims to develop the student's capacity for either solving or defending his/her position with respect to a particular tax issue. 1 to 4 graduate hours. No professional credit. May be repeated with consent of the department. Prerequisite: Credit or concurrent enrollment in ACCY 451, or equivalent or consent of department.",1 TO 4 hours.
2019,Data Driven Decisions in Acctg,Fall,39,3.46179487179487,569,ACCY,"Guymon, Ronald N","This course prepares accounting students to use analytic software to explore, visualize, and statistically analyze accounting data. 2 graduate hours. No professional credit.",2 hours.
2019,Data Analytics Foundations,Fall,87,3.92747126436782,570,ACCY,"Anand, Vic","Concepts and foundations underlying data analytics for accountancy. Provides fundamental knowledge of how to acquire, organize, synthesize and analyze large volumes of data to address questions and problems. After completing this course, students should (1) have a foundational understanding of the techniques underlying data analytics, (2) recognize scenarios and identify appropriate tools for various types of data analysis and (3) use common computer-based tools to perform data analysis. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate accounting program or consent of the department.",2 or 4 hours.
2019,Data Analytics Foundations,Fall,43,3.96139534883721,570,ACCY,"Mendoza, Kimberly","Concepts and foundations underlying data analytics for accountancy. Provides fundamental knowledge of how to acquire, organize, synthesize and analyze large volumes of data to address questions and problems. After completing this course, students should (1) have a foundational understanding of the techniques underlying data analytics, (2) recognize scenarios and identify appropriate tools for various types of data analysis and (3) use common computer-based tools to perform data analysis. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate accounting program or consent of the department.",2 or 4 hours.
2019,Data Analytics Foundations,Fall,44,3.90181818181818,570,ACCY,"Herbold, T J","Concepts and foundations underlying data analytics for accountancy. Provides fundamental knowledge of how to acquire, organize, synthesize and analyze large volumes of data to address questions and problems. After completing this course, students should (1) have a foundational understanding of the techniques underlying data analytics, (2) recognize scenarios and identify appropriate tools for various types of data analysis and (3) use common computer-based tools to perform data analysis. 2 or 4 graduate hours. No professional credit. May be repeated up to 4 hours for iMSA and online students that complete the first part of the course content in a 2-hour section (part A) and then complete the remainder of the class in a second 2-hour section (part B). Prerequisite: Enrollment in graduate accounting program or consent of the department.",2 or 4 hours.
2019,Agr Cons and Resource Econ,Fall,135,3.04481481481481,100,ACE,"Gundersen, Lisa C","Principles of microeconomics; demand, production, supply, elasticity, markets, and trade are presented and used in the analysis of decisions of individuals relating to agricultural production, food and textile consumption, and natural resource use. Macroeconomic concepts are also introduced. Credit is not given for ACE 100 if credit for ECON 102 has been earned.",4 hours.
2019,Microcomputer Applications,Fall,68,3.61764705882353,161,ACE,"Burnett, Meghan L",Instruction and practice in solving data-related problems with microcomputers and general purpose software packages.,3 hours.
2019,Microcomputer Applications,Fall,55,3.54527272727273,161,ACE,"Burak, Steven",Instruction and practice in solving data-related problems with microcomputers and general purpose software packages.,3 hours.
2019,Microcomputer Applications,Fall,51,3.62058823529412,161,ACE,"Li, Liqing",Instruction and practice in solving data-related problems with microcomputers and general purpose software packages.,3 hours.
2019,Microcomputer Applications,Fall,104,3.36538461538462,161,ACE,"Lo, Alexander C",Instruction and practice in solving data-related problems with microcomputers and general purpose software packages.,3 hours.
2019,Digital Mktg and Social Media,Fall,80,3.25,199,ACE,"Lo, Alexander C","Experimental course on a special topic in agricultural and consumer economics. Topic may not be repeated except in accordance with the Code. Approved for Letter and S/U grading. May be repeated if topics vary, up to 5 hours in the same semester, to a maximum of 12 hours.",1 TO 5 hours.
2019,Environmental Economics,Fall,156,3.33807692307692,210,ACE,"Christensen, Peter","Economic issues surrounding environmental quality, including: costs and benefits of environmental protection; economics of environmental policies (such as those dealing with toxics, water, and air pollution, and municipal solid waste); and economics of international environmental problems (such as ozone depletion and climate change). Same as ECON 210, ENVS 210, NRES 210, and UP 210.",3 hours.
2019,Agricultural Marketing,Fall,154,2.84201298701299,222,ACE,"Stoddard, Paul B","Examines factors affecting the size of the market for agricultural products and the scope of marketing activities; functions and services performed; pricing agricultural products, including the nature and causes of price fluctuations; and costs of marketing and efforts to reduce costs and improve the marketing system.",3 hours.
2019,Personal Financial Planning,Fall,167,3.29161676646707,240,ACE,"Stoddard, Paul B","Examines principles of financial planning applied to individuals and households, with attention to organizing and analyzing financial information, budgeting, acquiring financial assets, managing credit, planning for taxes, investments, risk management, retirement, and estate planning. Prerequisite: Sophomore standing or consent of instructor.",3 hours.
2019,Personal Financial Planning,Fall,201,3.69154228855721,240,ACE,"Lemoine, Craig","Examines principles of financial planning applied to individuals and households, with attention to organizing and analyzing financial information, budgeting, acquiring financial assets, managing credit, planning for taxes, investments, risk management, retirement, and estate planning. Prerequisite: Sophomore standing or consent of instructor.",3 hours.
2019,The World Food Economy,Fall,191,3.33361256544503,251,ACE,"Michelson, Hope C","Examination of global food production, consumption, and trade; problems of hunger and population; the role of agricultural development, trade, and aid in relieving hunger. Prerequisite: ACE 100 or ECON 102 or consent of instructor.",3 hours.
2019,Applied Statistical Methods,Fall,80,3.492,261,ACE,"Gundersen, Lisa C","Statistical methods and computer applications for agricultural and consumer economics, including descriptive statistics, probability distribution, interval estimation, hypothesis testing, analysis of variance, simple and multiple regression, and non-parametric methods. Credit is not given for ACE 261 if credit for any of ECON 202, CPSC 440, STAT 100, or equivalent has been earned. Prerequisite: MATH 124 or MATH 125.",4 hours.
